Load images dataset/eroded-dilated_0.57: 96 
[95, 82, 51, 86, 7, 78, 11, 94, 88, 73, 32, 13, 45, 38, 70, 77, 14, 61, 31, 52, 55, 90, 39, 58, 42, 33, 87, 30, 93, 48, 28, 35, 62, 1, 27, 19, 41, 74, 66, 44, 26, 17, 4, 53, 81, 3, 49, 69, 8, 65, 40, 63, 91, 76, 9, 47, 57, 83, 6, 60, 85, 56, 12, 71, 37, 84, 80, 2, 18, 21, 59, 68, 46, 64, 54, 34, 67, 24, 25, 89, 10, 79, 5, 29, 92, 72, 20, 16, 75, 15, 43, 50, 36, 0, 23, 22]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 1677 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 35.5401  val_loss: 27.6997 iou:0.0000  time: 1.75s lr: 1.00E-03
Epoch [2/1000]  train_loss: 34.9411  val_loss: 27.7226 iou:0.0000  time: 1.47s lr: 1.00E-03
Epoch [3/1000]  train_loss: 34.3548  val_loss: 27.7865 iou:0.0000  time: 1.44s lr: 1.00E-03
Epoch [4/1000]  train_loss: 33.7588  val_loss: 27.8457 iou:0.0000  time: 1.41s lr: 1.00E-03
Epoch [5/1000]  train_loss: 33.1485  val_loss: 27.8984 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [6/1000]  train_loss: 32.5323  val_loss: 27.9465 iou:0.0000  time: 1.45s lr: 1.00E-03
Epoch [7/1000]  train_loss: 31.9202  val_loss: 27.9908 iou:0.0000  time: 1.41s lr: 1.00E-03
Epoch [8/1000]  train_loss: 31.3233  val_loss: 28.0303 iou:0.0000  time: 1.44s lr: 1.00E-03
Epoch [9/1000]  train_loss: 30.7512  val_loss: 28.0378 iou:0.0000  time: 1.40s lr: 1.00E-03
Epoch [10/1000]  train_loss: 30.2101  val_loss: 27.9087 iou:0.0000  time: 1.41s lr: 1.00E-03
Epoch [11/1000]  train_loss: 29.7014  val_loss: 27.6957 iou:0.0000  time: 1.39s lr: 1.00E-03
Epoch [12/1000]  train_loss: 29.2224  val_loss: 27.4453 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [13/1000]  train_loss: 28.7694  val_loss: 27.2273 iou:0.0000  time: 1.39s lr: 1.00E-03
Epoch [14/1000]  train_loss: 28.3391  val_loss: 27.0620 iou:0.0000  time: 1.42s lr: 1.00E-03
Epoch [15/1000]  train_loss: 27.9312  val_loss: 26.9298 iou:0.0000  time: 1.40s lr: 1.00E-03
Epoch [16/1000]  train_loss: 27.5467  val_loss: 26.8759 iou:0.0000  time: 1.40s lr: 1.00E-03
Epoch [17/1000]  train_loss: 27.1889  val_loss: 26.8689 iou:0.0000  time: 1.42s lr: 1.00E-03
Epoch [18/1000]  train_loss: 26.8634  val_loss: 26.8592 iou:0.0000  time: 1.38s lr: 1.00E-03
Epoch [19/1000]  train_loss: 26.5784  val_loss: 26.8342 iou:0.0002  time: 1.39s lr: 1.00E-03
Epoch [20/1000]  train_loss: 26.3380  val_loss: 26.7909 iou:0.0013  time: 1.41s lr: 1.00E-03
Epoch [21/1000]  train_loss: 26.1379  val_loss: 26.7292 iou:0.0047  time: 1.39s lr: 1.00E-03
